"연도","상담유형","상담분류","상담세분류","상담건수"
"2017","금융기관알선대출","단기재직자 신용대출","단기재직자 대출신청절차","12"
"2017","교육","퇴직예정자교육","행안부 위탁 교육","12"
"2017","재해보상급여","순직유족보상금","헬프데스크","11"
"2017","교육","퇴직자교육","교육비 수납 및 환불","11"
"2017","맞춤형복지","운영자시스템","직접결제","11"
"2017","주택사업","독신자숙소","보증금 납입","10"
"2017","주택사업","방별임대주택","방별임대 임대조건","10"
"2017","연금대출","연금대출신청","9-10등급 연금대출 신청방법","9"
"2017","아웃콜","아웃콜","고객정보(주소)확인","8"
"2017","퇴직급여","행방불명자 퇴직급여","행방불명자에 대한 퇴직급여","8"
"2017","주택사업","독신자숙소","퇴거일자 문의","8"
"2017","재해보상급여","순직유족보상금","청구시효(유족보상금)","7"
"2017","대여학자금","학자금 부담금 관리","부담금 납부 계좌","7"
"2017","재직관리","재직기간소급통산","소급통산 신청 및 승인절차","7"
"2017","금융기관알선대출","단기재직자 신용대출","단기재직자 대출 이율","6"
"2017","기타 경영사항","공단 경영사항 일반","제도개선 불만(재직자)","6"
"2017","금융기관알선대출","생활안정자금대출","생활안정자금 대출 신청 절차","6"
"2017","아웃콜","아웃콜","대여학자금 미수납기관 아웃콜","6"
"2017","후생복지사업","위탁시설","상록스포렉스","6"
"2017","아웃콜","아웃콜","연금대출 미납안내","5"
"2017","기타 경영사항","공단 경영사항 일반","만족도 향상(홍보물)","5"
"2017","부조급여","재해부조금","청구시효(재해부조금)","5"
"2017","주택사업","독신자숙소","운영비,초과사용료 납입","5"
"2017","재해보상급여","요양일시금","요양일시금 지급 정보 확인","4"
"2017","주택사업","원룸형아파트","보증금 및 월세","4"
"2017","아웃콜","연금지반송","02.연금지주소변경","4"
"2017","재직관리","재직기간소급통산","기타","4"
"2017","각종민원","VOC만족도","만족도조사","3"
"2017","금융기관알선대출","단기재직자 신용대출","대출신청 구비서류","3"
"2017","유족급여","유족연금수급권자가 행방불명인 경우","유족연금수급권자가 행방불명인 경우","3"
"2017","맞춤형복지","운영자시스템","교육","3"
"2017","공적연금연계","연계퇴직유족연금","기타","3"
"2017","공적연금연계","연계퇴직연금","연계청구서 신청정보 변경","2"
"2017","주택사업","방별임대주택","방별 임대가격","2"
"2017","아웃콜","아웃콜","분양주택(인천청라)","2"
"2017","금융기관알선대출","생활안정자금대출","생활안정자금 대출이율","2"
"2017","공적연금연계","연계퇴직유족연금","신청절차","2"
"2017","주택사업","독신자숙소","입주취소","1"
"2017","교육","퇴직예정자교육","","1"
"2017","금융기관알선대출","생활안정자금대출","대출신청 구비서류","1"
"2017","후생복지사업","신규후생복지사업","원주문막 추모시설","1"
"2017","재해보상급여","요양일시금","진행 사항/보완사항 확인","1"
"2017","재직관리","재직기간소급통산","소급통산 개념","1"
"2017","주택사업","원룸형아파트","원룸형아파트 입주자격","1"
"2017","공적연금연계","사망시 미지급급여","사망시 미지급급여","1"
"2017","아웃콜","연금지반송","03.전체주소변경","1"
"2017","기타 경영사항","공단 경영사항 일반","","1"
"2017","공적연금연계","연계비대상 환불","연계비대상 환불","1"
"2017","금융기관알선대출","연금수급자 신용대출","장애연금수급자 대출 여부","1"
"2017","퇴직급여","퇴직급여신청","","1"
"2017","아웃콜","아웃콜","","1"
"2017","행정구제제도","행정소송","제소기간","1"
"2017","공적연금연계","연계퇴직연금","청구접수 확인","1"
"2017","공적연금연계","연계급여사후관리","연계급여사후관리","1"
"2017","재해보상급여","요양일시금","신청절차 및 구비서류","1"
"2018","재직관리","기여금","소급기여금 일시납부","40067"
"2018","금융기관알선대출","융자추천발급확인서","유선발급","29693"
"2018","연금대출","연금대출신청","연금대출 가능금액","27060"
"2018","민원서류 발급","발급신청","공무원연금지급사실확인서","22173"
"2018","연금수급자 관리","연금소득 과세제도","연금소득 연말정산","17301"
"2018","연금수급자 관리","일부정지","일부정지대상","17042"
"2018","퇴직급여","예상퇴직금","조회 및 조회방법 문의","16254"
"2018","재직관리","기여금","휴직중납부","14671"
"2018","대여학자금","학자금 상환업무","중복수혜자 상환절차","14489"
"2018","맞춤형복지","운영자시스템","인사변동처리(맞복)","13258"
"2018","연금대출","연금대출상환","완납 상환 및 절차","13211"
"2018","민원서류 발급","발급신청","급여지급사실확인서","12043"
"2018","재직관리","기여금","기여금액 확인","11985"
"2018","재직관리","임용전군복무기간산입","신청절차 및 납부","11512"
"2018","민원서류 발급","발급신청","연금지급내역 확인서","10726"
"2018","부조급여","사망조위금","신청서류,절차(사망조위금)","10379"
"2018","전산관련","홈페이지관련","홈페이지 비밀번호 문의","10361"
"2018","재해보상급여","공무상요양승인","요양승인신청서류,절차","9940"
"2018","퇴직급여","연금개시연령","연금개시연령","9655"
"2018","교육","퇴직예정자교육","교육과정 및 교육신청방법","9580"
"2018","전산관련","홈페이지관련","홈페이지 일반문의","9563"
"2018","퇴직급여","퇴직급여신청","청구서 접수 및 심사진행사항 확인","9372"
"2018","기타","전화끊김/통화중/무응답","","9241"
"2018","연금수급자 관리","신분변동관련","계좌번호 변경","9182"
"2018","연금수급자 관리","연금지급일, 지급액 문의","","8962"
"2018","연금지","연금지 구독 문의","연금지 재발송 및 주소변경","8637"
"2018","재직관리","기여금","기여금 과미납","8577"
"2018","연금수급자 관리","신분변동관련","계좌확인 및 변경방법 문의","8288"
"2018","연금대출","연금대출상환","미납 상환 및 절차","8234"
"2018","대여학자금","학자금 상환업무","학자금 상환시기,잔액확인","8058"
"2018","대여학자금","학자금 인터넷 대부","팩스 수신확인","7924"
"2018","맞춤형복지","사용자시스템","보험문의","7789"
"2018","재직관리","재직기간소급통산","소급통산 신청 및 승인절차","7632"
"2018","맞춤형복지","사용자시스템","카드등록문의","7570"
"2018","연금담당자","연금담당자 등록, 변경","","7326"
"2018","퇴직급여","퇴직급여신청","신청서류 및 신청절차","7302"
"2018","연금대출","연금대출상환","일부상환 및 절차","7164"
"2018","민원서류 발급","발급신청","공무원연금내역서","7147"
"2018","연금수급자 관리","연금소득 과세제도","자녀의 연말정산시 부양가족 해당여부","7134"
"2018","금융기관알선대출","융자추천발급확인서","발급방법","6599"
"2018","민원서류 발급","발급신청","퇴직연금증서","6403"
"2018","재직관리","재직기간 합산","합산신청 및 승인절차","6310"
"2018","연금대출","연금대출신청","연금대출 인터넷 신청절차","6073"
"2018","연금대출","연금대출신청","대출상환 후 재대출","6028"
"2018","연금대출","연금대출상환","상환내역 확인","5960"
"2018","금융기관알선대출","금융기관알선대출","대출 가능 금액 조회","5891"
"2018","연금수급자 관리","신분변동관련","주소, 전화번호, 이메일 변경","5798"
"2018","유족급여","유족연금승계","신청서류 및 신청절차","5761"
"2018","주택사업","임대주택","입주신청 및 절차","5706"
"2018","퇴직급여","퇴직급여 전반","퇴직급여 전반","5455"
"2018","퇴직급여","퇴직급여신청","퇴직급여 일반","5410"
"2018","유족급여","분할연금","","5228"
"2018","아웃콜","아웃콜","고객만족도조사","5227"
"2018","연금대출","연금대출신청","신청시기","5211"
"2018","기타","타기관 전화","","5152"
"2018","주택사업","임대주택","재계약 절차 /재계약요건","5083"
"2018","맞춤형복지","운영자시스템","배정 및 기준(맞복)","5049"
"2018","연금대출","연금대출상환","상환금액 안내(전액, 당월분)","4844"
"2018","민원서류 발급","발급신청","연금소득원천징수영수증","4758"
"2018","맞춤형복지","사용자시스템","카드사용 청구방법","4711"
"2018","대여학자금","학자금 인터넷 대부","대부신청 처리현황","4709"
"2018","맞춤형복지","사용자시스템","카드매출내역확인(맞복)","4662"
"2018","부조급여","사망조위금","진행사항(사망조위금)","4652"
"2018","재해보상급여","공무상요양비","청구절차,서류(요양비)","4610"
"2018","맞춤형복지","사용자시스템","회원가입,로그인(맞복)","4554"
"2018","연금지","연금지 구독 문의","연금지 기타","4434"
"2018","재직관리","재직기간 합산","재직기간 합산대상","4428"
"2018","연금대출","연금대출신청","진행상황 확인","4393"
"2018","연금수급자 관리","일부정지","일부정지금액 정산","4241"
"2018","부조급여","사망조위금","지급대상,금액(사망조위금)","4055"
"2018","주택사업","임대주택","월임대료관련문의","3891"
"2018","대여학자금","학자금 인터넷 대부","인터넷 신청 입력방법","3872"
